student_name,branch,sem1_sub1_mark,sem1_sub2_mark,sem1_sub3_mark,sem1_sub4_mark,sem2_sub1_mark,sem2_sub2_mark,sem2_sub3_mark,sem2_sub4_mark,sem3_sub1_mark,sem3_sub2_mark,sem3_sub3_mark,sem3_sub4_mark,sem4_sub1_mark,sem4_sub2_mark,sem4_sub3_mark,sem4_sub4_mark,club_hours
Siddharth Verma,AIDS,80,94,55,80,100,87,79,79,99,93,71,76,92,50,95,97,87
Krish Tiwari,CIVIL,87,51,58,55,60,65,70,81,72,74,90,96,69,70,59,68,88
Aryan Agarwal,AIDS,100,63,63,90,68,83,91,81,89,100,59,91,78,92,88,88,84
Rahul Saxena,CSE,60,62,77,58,63,76,63,63,99,87,64,61,73,88,82,97,84
Sahil Bansal,MECH,7,2,31,37,45,9,9,38,18,7,26,4,44,46,17,28,20
Manav Saxena,CSE,81,67,64,93,84,85,75,87,83,73,53,95,67,92,95,52,80
Mohit Kapoor,MECH,61,65,62,86,81,82,72,82,58,80,86,60,75,99,59,90,81
Siddharth Gupta,ECE,60,71,86,72,57,61,96,74,64,51,69,51,70,64,72,74,95
Nikhil Gupta,CIVIL,54,75,65,84,95,60,68,75,69,71,74,79,63,97,81,77,88
Ayush Verma,EEE,50,63,84,57,61,61,69,52,70,72,76,79,63,71,80,68,87
Rohan Tiwari,AIDS,65,52,88,79,58,96,93,51,88,58,75,98,96,83,95,79,99
Mohit Reddy,EEE,41,40,40,26,38,10,27,16,15,40,14,46,7,38,49,23,68
Nikhil Gupta,CIVIL,88,65,56,52,77,51,90,84,73,75,84,75,76,60,82,62,80
Aryan Sharma,CIVIL,85,64,56,81,73,97,94,85,82,50,88,98,90,59,63,69,98
Anish Tiwari,EEE,84,64,96,99,100,98,84,77,66,74,78,69,100,53,74,94,80
Tanish Varma,ECE,70,54,90,81,84,64,75,54,64,84,52,86,64,52,59,90,80
Aniket Jha,MECH,69,60,68,65,79,57,81,70,52,58,79,75,75,79,68,69,93
Dhruv Verma,MECH,77,93,60,70,57,50,61,84,72,50,91,67,57,74,94,61,99
Abhinav Kapoor,EEE,40,8,45,14,20,34,10,9,21,2,9,0,41,19,29,7,2
Atharva Tiwari,MECH,95,79,88,99,78,52,52,80,58,71,70,95,66,98,70,85,95
Siddharth Saxena,MECH,99,58,77,60,59,86,60,78,63,75,83,86,74,79,63,71,85
Yash Deshmukh,EEE,96,71,66,56,96,84,89,72,90,86,100,54,83,62,80,52,84
Rohan Bansal,ECE,74,86,83,57,80,72,56,71,50,79,71,74,99,59,90,81,86
Sahil Sharma,AIDS,71,90,85,50,67,96,73,56,96,73,82,51,73,89,52,89,84
Utkarsh Yadav,CIVIL,98,97,60,87,100,75,88,58,67,78,85,55,71,99,87,53,85
Samarth Agarwal,CIVIL,6,7,49,47,10,33,16,3,25,38,16,49,34,3,24,12,76
Samarth Agarwal,MECH,65,88,67,89,81,88,71,94,55,87,92,65,77,82,61,74,93
Samarth Mehra,EEE,88,97,58,79,60,76,77,54,94,82,62,51,65,74,96,72,96
Sahil Chopra,CIVIL,80,71,59,50,53,50,51,90,72,50,73,74,75,69,50,58,91
Samarth Bansal,AIDS,69,88,51,53,73,51,75,51,94,63,67,81,99,94,98,90,80
Akhil Jha,MECH,70,60,55,56,71,74,76,80,56,57,64,83,99,100,94,52,93
Rohan Patel,AIDS,78,65,97,96,78,88,84,93,98,64,94,60,63,72,83,72,92
Pranav Sinha,EEE,42,35,12,10,2,38,6,6,7,35,18,40,22,28,9,29,70
Utkarsh Agarwal,CIVIL,77,69,65,71,83,69,81,94,71,71,93,51,82,76,67,89,80
Krish Sinha,AIDS,64,50,73,74,95,56,68,92,53,69,94,56,67,65,92,90,80
Ankur Deshmukh,CSE,56,84,67,58,68,66,89,99,79,60,91,59,55,58,79,86,93
Manav Gupta,CIVIL,81,79,81,94,69,70,67,100,53,93,68,70,55,77,94,85,85
Ansh Kapoor,ECE,64,66,81,76,78,74,78,65,61,52,55,55,91,88,90,77,89
Surya Verma,CSE,81,65,74,65,54,67,52,87,52,89,69,88,72,63,64,57,92
Ansh Sinha,CIVIL,45,36,34,14,48,27,18,39,44,25,9,47,37,32,21,22,53
Krish Agarwal,CSE,74,85,100,78,93,59,86,55,92,85,52,90,81,75,70,75,82
Aryan Agarwal,ECE,94,67,62,55,65,58,82,74,70,95,76,91,84,53,74,77,87
Divyansh Gupta,ECE,54,58,77,76,52,55,88,77,50,87,65,65,81,79,58,81,90
Atharva Kapoor,EEE,89,53,79,57,72,86,77,71,78,98,74,91,58,71,99,79,98
Sahil Singh,MECH,66,67,62,98,62,76,77,53,67,52,50,62,85,98,86,98,95
Ishaan Reddy,AIDS,82,93,88,84,63,60,79,55,63,96,95,100,86,90,70,69,93
Samarth Singh,MECH,34,17,33,43,6,27,26,47,45,46,39,13,14,43,47,36,53
Surya Agarwal,AIDS,83,58,61,98,77,51,94,88,94,62,60,68,93,77,71,57,91
Akhil Deshmukh,EEE,65,64,65,76,86,64,97,84,55,79,73,71,53,71,100,90,100
Rishi Bansal,AIDS,68,60,96,53,79,94,84,94,89,85,98,80,54,98,97,63,88
Kabir Saxena,CIVIL,99,51,82,83,62,92,93,83,55,82,89,53,79,75,80,69,97
Shreyas Yadav,EEE,78,83,96,93,50,69,99,91,61,82,60,53,88,66,99,54,84
Surya Tiwari,AIDS,72,95,88,63,57,53,85,86,55,84,76,63,88,87,78,95,95
Aryan Deshmukh,ECE,9,33,6,26,0,29,36,10,17,9,19,0,19,25,27,21,48
Samarth Patel,ECE,72,78,60,77,93,86,85,53,68,87,73,86,62,94,91,61,83
Anirudh Varma,ECE,91,81,87,97,64,68,66,89,79,86,59,74,99,93,97,85,88
Aarav Sinha,CIVIL,99,56,54,85,75,96,77,70,71,57,50,85,68,81,71,77,81
Rahul Sinha,CSE,81,63,57,81,87,84,67,56,87,92,92,58,74,80,60,73,95
Siddharth Sinha,MECH,97,72,83,59,94,53,67,54,55,79,62,85,91,51,52,54,95
Aditya Verma,ECE,95,51,83,66,56,62,89,93,74,61,89,65,52,54,72,62,85
Aniket Tiwari,CSE,15,47,38,41,3,22,8,39,23,4,15,22,39,30,4,15,73
Rahul Gupta,ECE,82,84,62,50,99,72,74,65,96,63,94,72,67,82,76,64,84
Vedant Chopra,AIDS,52,85,72,84,76,65,83,60,93,73,91,53,81,71,50,58,95
Kabir Agarwal,EEE,93,61,61,92,93,94,51,61,56,80,59,76,75,90,77,93,100
Aryan Mehra,AIDS,92,85,67,79,99,76,76,84,58,60,74,52,63,84,84,91,82
Shivam Tiwari,ECE,57,77,76,75,63,58,84,73,84,89,98,61,89,73,94,87,80
Rahul Chopra,MECH,68,52,97,86,90,78,97,93,76,60,92,75,77,73,100,69,90
Siddharth Mehra,EEE,47,45,49,35,12,45,3,27,3,7,21,48,18,22,37,26,34
Karan Chopra,CIVIL,86,79,96,82,54,54,60,60,90,70,72,80,87,73,81,72,83
Utkarsh Yadav,AIDS,96,58,99,80,56,72,86,54,83,82,94,53,65,63,74,59,94
Rahul Varma,ECE,83,60,53,99,75,74,75,93,71,85,50,97,51,78,64,73,99
Aarav Bansal,CSE,58,94,80,95,59,51,81,86,66,98,89,91,52,53,95,92,90
Harsh Verma,CIVIL,53,59,84,60,86,63,56,89,79,79,54,66,69,75,72,81,91
Ansh Sinha,CSE,98,60,95,54,63,82,75,54,98,63,71,89,99,60,62,51,100
Ishaan Gupta,AIDS,49,11,11,45,8,12,8,30,36,39,2,21,7,41,22,49,42
Anish Saxena,AIDS,92,57,84,91,100,82,60,61,59,57,94,73,54,70,92,64,93
Aryan Mehra,MECH,80,100,55,56,98,67,86,79,99,73,80,81,82,94,86,77,92
Aarav Tiwari,ECE,51,76,62,97,57,93,95,63,78,55,94,62,56,84,100,96,86
Aarush Jha,AIDS,74,50,58,73,53,88,54,75,73,55,89,75,92,53,90,98,98
Pranav Verma,AIDS,78,91,75,76,91,50,56,82,60,53,62,91,77,98,97,73,93
Harsh Saxena,CIVIL,61,87,50,60,95,63,89,61,66,71,67,80,54,78,94,61,89
Aarav Reddy,ECE,14,27,45,33,43,44,18,19,38,12,8,10,16,24,32,40,37
Advait Kapoor,CIVIL,92,59,74,55,69,64,89,78,70,71,70,99,77,84,86,59,95
Harsh Saxena,MECH,52,64,59,93,72,79,100,98,61,81,70,58,62,94,63,89,90
Yash Mehra,EEE,52,77,59,55,96,77,72,66,98,81,51,97,79,65,98,68,83
Anish Singh,CIVIL,97,81,90,97,85,66,98,89,95,76,59,57,86,78,82,86,85
Ansh Saxena,EEE,50,97,78,65,65,81,96,71,63,67,80,84,86,50,91,64,96
Aman Varma,MECH,75,91,56,71,100,84,61,69,64,100,93,97,94,63,59,67,97
Mayank Mehra,AIDS,25,9,49,41,38,25,5,44,14,29,12,31,0,0,41,33,64
Samarth Sharma,EEE,54,100,69,77,70,85,73,51,80,82,77,80,93,57,82,80,89
Mayank Yadav,EEE,91,93,80,91,97,85,50,64,57,63,59,56,55,97,96,86,84
Ishaan Patel,ECE,63,56,98,72,76,56,95,72,82,71,96,64,80,81,78,94,100
Ishaan Verma,MECH,98,82,93,71,73,51,93,59,54,61,52,98,53,77,71,78,85
Aniket Varma,EEE,89,71,95,55,88,87,52,92,58,90,54,57,50,94,88,93,84
Ansh Kapoor,EEE,53,62,98,53,82,74,66,91,63,50,100,51,99,97,77,81,100
Sahil Reddy,AIDS,30,4,23,15,34,40,1,16,12,48,20,20,42,42,38,48,33
Abhinav Singh,EEE,99,67,96,71,89,61,79,63,98,50,72,69,85,81,76,99,81
Aryan Bansal,AIDS,62,90,97,93,91,73,100,99,75,66,61,50,85,92,75,92,86
Karan Agarwal,CSE,83,61,50,71,95,96,86,62,76,94,57,52,100,63,63,76,88
Tanish Jha,MECH,66,62,94,79,91,84,78,54,68,72,50,50,53,100,88,69,96
Samarth Agarwal,MECH,62,83,67,63,91,66,58,53,90,77,52,79,94,83,93,80,100
Nikhil Varma,MECH,84,70,90,97,55,79,75,51,52,89,52,68,70,63,83,65,98
Nikhil Gupta,ECE,10,40,25,40,16,28,5,19,30,21,29,37,16,17,22,10,77
Anish Gupta,EEE,76,61,96,70,81,59,88,59,73,97,50,59,81,83,79,51,90
Akhil Reddy,EEE,58,68,70,67,54,50,80,68,82,100,84,73,74,69,95,96,80
Siddharth Sharma,AIDS,74,74,75,52,73,56,53,83,77,63,78,62,65,100,86,86,97
Abhinav Mehra,CIVIL,90,60,68,93,90,77,95,81,59,76,73,94,80,81,81,97,97
Karan Sharma,ECE,72,82,91,87,66,69,64,74,96,83,77,76,51,95,53,75,85
Atharva Bansal,CIVIL,83,100,68,87,85,68,51,61,92,73,52,68,54,61,92,90,82
Mohit Kapoor,MECH,22,27,8,13,15,1,26,29,20,32,46,9,7,16,1,1,23
Anish Reddy,EEE,74,85,77,62,72,84,77,97,52,84,89,77,72,79,85,95,88
Dhruv Patel,CIVIL,97,89,52,78,74,64,96,81,71,100,56,96,69,90,93,65,90
Atharva Sinha,CSE,95,92,88,69,90,80,79,88,81,89,75,68,95,61,69,77,96
Ansh Gupta,CIVIL,50,70,79,70,62,96,73,65,67,52,96,92,57,65,82,51,97
Ayush Deshmukh,MECH,72,89,72,58,67,61,83,91,60,74,63,57,86,94,88,97,97
Rohan Tiwari,AIDS,81,76,100,91,51,59,74,57,77,62,58,50,82,54,74,80,88
Krish Mehra,EEE,35,24,26,0,46,40,31,8,46,31,42,37,25,35,19,39,23
Siddharth Mehra,CIVIL,86,77,50,52,59,77,97,95,51,83,94,81,67,93,61,60,96
Nikhil Patel,CIVIL,95,67,50,65,80,85,55,78,73,67,73,54,85,59,81,98,93
Vikram Bansal,MECH,78,56,56,95,98,97,80,53,96,63,85,65,56,50,74,62,86
Shreyas Verma,CSE,52,56,97,64,74,97,70,69,75,84,95,59,81,55,94,80,92
Pranav Yadav,MECH,60,84,100,86,88,93,74,61,83,81,72,89,54,77,60,100,87
Vedant Bansal,AIDS,60,52,55,98,100,99,96,74,52,100,96,91,55,96,63,61,81
Kabir Deshmukh,CIVIL,22,16,11,11,24,43,47,9,1,19,45,41,6,41,1,28,76
Siddharth Bansal,MECH,87,85,59,87,50,90,77,63,82,74,92,75,63,99,95,51,92
Mohit Verma,AIDS,78,65,88,53,97,60,64,94,89,92,80,55,100,63,82,56,84
Aditya Sharma,CSE,92,85,63,51,59,56,100,87,57,82,100,92,79,68,88,64,100
Manav Mehra,EEE,87,59,95,53,85,80,76,57,52,53,50,66,62,62,53,74,91
Aarav Deshmukh,CSE,54,71,82,65,80,72,55,55,86,56,69,86,72,94,85,94,83
Aryan Verma,CIVIL,96,98,52,75,95,93,66,51,89,69,67,100,65,85,77,77,88
Aditya Agarwal,MECH,21,28,25,38,2,22,29,46,25,17,43,5,41,28,2,1,21
Anish Agarwal,ECE,81,66,50,97,93,94,74,79,63,85,76,83,56,93,52,87,94
Karan Bansal,CSE,54,90,62,87,73,59,62,83,88,96,79,86,98,84,74,92,86
Divyansh Saxena,CIVIL,72,84,64,100,66,83,64,95,56,80,68,70,71,56,52,67,98
Krish Sharma,AIDS,93,80,93,90,81,76,91,91,54,78,60,97,61,96,50,84,86
Vikram Gupta,EEE,54,74,62,74,63,75,79,99,73,50,50,92,67,58,85,57,81
Arjun Kapoor,MECH,90,76,66,75,59,59,52,89,54,97,87,71,80,82,73,78,85
Arjun Reddy,ECE,47,38,13,23,0,49,22,26,27,30,30,23,42,46,40,24,53
Rohan Varma,EEE,97,53,83,51,74,66,72,97,57,94,58,54,76,79,66,83,88
Anish Saxena,CSE,71,84,69,81,63,87,85,74,66,100,55,87,67,93,94,86,100
Aryan Bansal,AIDS,78,98,58,78,73,63,91,75,77,74,64,56,86,68,66,93,97
Harsh Jha,ECE,81,63,86,99,79,94,89,55,57,50,90,100,91,57,53,75,86
Mayank Verma,ECE,90,91,98,70,99,86,90,76,89,59,64,73,80,89,68,79,89
Aarav Sharma,CIVIL,60,92,83,94,89,69,59,99,68,88,95,73,68,62,52,76,87
Tanish Tiwari,AIDS,25,28,8,19,35,6,33,49,18,5,23,20,6,48,46,33,53
Anirudh Yadav,CIVIL,74,84,56,85,54,78,67,68,86,91,60,86,55,68,83,96,89
Anirudh Mehra,EEE,87,98,98,91,52,93,64,75,61,76,62,65,79,85,80,91,92
Ishaan Saxena,AIDS,90,92,96,61,98,60,100,93,80,53,64,77,77,86,90,79,88
Mayank Tiwari,MECH,69,62,80,58,94,77,58,79,94,81,51,95,87,86,70,63,97
Shreyas Tiwari,CIVIL,68,92,59,91,97,87,56,98,52,94,94,96,78,98,73,64,88
Nikhil Reddy,ECE,71,68,80,75,88,68,62,58,68,76,87,75,67,95,78,63,88
Shivam Varma,CIVIL,46,29,34,34,21,0,42,42,32,14,42,1,46,43,25,7,73
Aryan Yadav,EEE,93,96,73,73,50,98,54,95,72,86,50,57,59,100,71,64,96
Pranav Jha,AIDS,53,84,87,54,80,83,69,97,90,99,55,83,65,57,83,87,98
Rohan Agarwal,AIDS,68,92,77,82,99,81,63,59,93,98,75,98,100,52,96,76,98
Shivam Reddy,CIVIL,93,96,90,96,64,72,51,85,56,82,77,69,99,53,52,76,88
Rahul Jha,EEE,71,75,99,50,81,94,59,51,66,82,93,82,63,60,50,87,90
Abhinav Patel,CIVIL,82,75,100,68,57,68,100,66,88,59,75,70,97,57,93,61,96
Aman Varma,EEE,33,38,45,41,18,1,28,18,15,21,10,19,16,36,35,47,10
Manav Reddy,AIDS,98,90,71,73,88,65,61,61,86,70,75,82,65,92,56,97,88
Shivam Gupta,AIDS,51,53,50,60,66,74,65,59,58,96,88,57,80,58,90,54,85
Atharva Yadav,CIVIL,58,68,58,85,59,51,62,51,62,99,73,51,76,64,86,98,83
Kabir Mehra,CSE,86,63,59,52,73,53,93,62,90,65,76,94,94,71,79,87,84
Ansh Mehra,AIDS,88,64,75,81,95,58,89,78,95,82,56,68,62,58,60,84,91
Aarav Chopra,CSE,66,52,58,91,72,81,89,85,57,86,71,87,57,55,77,60,82
Yash Singh,CIVIL,42,5,8,3,11,1,38,5,39,14,3,6,21,46,1,40,79
Vedant Varma,MECH,84,75,96,65,64,81,57,69,86,76,92,56,84,85,99,84,84
Sahil Sharma,MECH,81,55,90,84,83,80,62,55,86,74,71,98,80,95,76,62,93
Vikram Sinha,MECH,94,65,62,78,68,92,96,97,94,57,88,59,63,69,58,95,100
Rahul Gupta,CIVIL,85,70,54,97,60,82,90,62,84,90,90,81,80,82,64,85,99
Ansh Agarwal,ECE,71,52,61,71,57,79,52,63,80,98,98,99,96,82,58,53,96
Arjun Jha,EEE,73,55,53,59,59,78,62,63,52,59,67,67,66,53,77,66,100
Aarush Sinha,CSE,13,0,24,28,7,13,37,8,18,45,17,41,1,12,36,23,1
Krish Singh,EEE,85,72,89,58,93,97,66,78,54,59,52,98,60,78,86,71,96
Ankur Saxena,EEE,69,59,82,80,67,95,61,50,51,67,100,54,68,87,77,56,100
Rahul Singh,CSE,86,86,90,68,80,76,66,95,62,86,63,96,92,93,73,65,95
Ankur Gupta,ECE,79,86,63,60,87,92,61,56,65,82,67,56,84,90,79,64,94
Yash Agarwal,ECE,84,73,56,62,93,66,99,83,52,64,93,74,89,62,70,53,96
Ishaan Mehra,CIVIL,98,60,100,98,55,58,65,94,84,65,57,81,73,81,78,82,100
Tanish Sharma,AIDS,7,23,42,7,24,8,34,21,49,23,47,46,35,11,2,35,53
Siddharth Gupta,ECE,82,88,53,56,65,77,80,63,94,93,66,59,66,75,66,75,96
Utkarsh Kapoor,EEE,59,52,71,94,59,55,80,50,92,66,93,84,94,95,85,82,97
Rishi Reddy,EEE,79,51,55,82,81,61,68,75,71,68,92,62,60,71,62,80,97
Karan Jha,CSE,53,63,71,97,67,93,79,90,94,64,87,78,89,83,59,91,96
Ishaan Saxena,MECH,74,88,89,56,89,85,69,94,52,99,61,99,96,58,57,95,88
Aarush Verma,ECE,65,86,55,88,54,65,75,87,77,98,82,54,86,90,60,93,86
Karan Gupta,EEE,36,19,20,2,25,24,31,4,4,48,34,20,6,7,31,8,39
Aman Chopra,EEE,53,62,97,68,53,85,95,60,55,96,51,96,72,51,70,77,94
Ansh Tiwari,ECE,71,58,71,89,76,98,68,70,91,69,88,50,78,52,61,91,97
Harsh Verma,EEE,56,100,78,100,71,60,82,63,50,65,96,57,71,57,77,95,99
Rahul Kapoor,CIVIL,60,88,83,74,54,72,69,74,71,84,72,65,66,81,62,75,96
Harsh Deshmukh,EEE,56,82,85,81,54,75,64,82,100,96,67,93,84,68,75,68,83
Kabir Reddy,CIVIL,67,71,69,51,84,95,72,69,68,57,60,83,74,55,75,99,98
Dhruv Deshmukh,MECH,18,32,38,11,11,30,14,37,13,40,29,15,32,37,12,37,60
Aman Sharma,CIVIL,72,73,63,55,62,82,86,76,75,59,94,67,77,59,88,71,85
Akhil Sinha,EEE,69,93,74,83,62,69,91,94,86,100,61,79,57,80,64,58,99
Rahul Patel,AIDS,84,92,65,76,53,89,95,54,83,67,75,79,52,88,83,51,90
Advait Singh,ECE,93,93,74,65,52,94,60,90,60,81,65,94,75,93,55,52,86
Aniket Verma,CSE,52,62,75,54,82,67,90,64,68,82,65,56,69,62,90,72,83
Aman Varma,EEE,81,65,75,54,76,82,77,74,100,75,85,96,66,83,80,94,96
Aarav Sharma,ECE,4,33,33,48,43,14,48,34,25,16,7,31,11,49,24,11,17
Atharva Yadav,MECH,77,78,76,98,83,68,73,92,58,56,100,63,69,80,63,58,88
Anish Verma,MECH,54,66,89,60,81,88,86,73,74,96,91,74,65,83,64,59,81
Ankur Patel,AIDS,84,68,99,55,62,57,83,81,87,70,91,56,50,73,82,55,86
Aarush Chopra,CIVIL,65,54,84,98,52,60,89,63,63,51,63,97,81,50,50,96,89
Akhil Kapoor,CIVIL,60,71,77,64,98,55,55,64,75,79,91,71,69,87,67,62,95
Advait Verma,EEE,75,86,51,84,92,71,51,86,75,60,69,74,68,58,78,50,81
Harsh Varma,MECH,0,25,13,29,2,6,16,23,23,38,8,0,37,12,6,14,78
Mayank Varma,MECH,65,82,64,51,61,95,89,54,77,86,58,81,60,84,97,53,98
Aman Deshmukh,MECH,98,60,87,57,61,75,90,89,65,72,73,72,95,65,52,87,100
Ishaan Singh,AIDS,97,69,85,84,57,78,56,98,55,66,50,98,85,52,73,92,84
Karan Reddy,MECH,51,85,80,88,59,86,57,67,81,87,76,75,64,95,69,78,91
Shivam Reddy,CSE,79,51,75,57,89,56,97,59,76,98,87,94,100,51,81,67,81
Abhinav Sinha,EEE,92,97,56,92,99,68,71,50,73,72,83,90,89,50,93,77,82
Kabir Kapoor,EEE,20,27,3,2,14,46,10,45,0,38,31,41,37,7,11,34,78
Ishaan Verma,EEE,85,98,80,66,66,69,50,57,82,93,77,51,54,85,91,81,86
Aarav Deshmukh,CSE,71,92,93,63,75,97,78,88,58,65,74,73,60,87,88,51,88
Nikhil Singh,MECH,57,86,58,95,91,73,82,61,88,90,60,97,92,88,50,53,85
Ankur Jha,AIDS,75,93,73,76,91,56,80,65,72,63,82,67,59,75,72,92,82
Kabir Sharma,EEE,68,81,61,98,77,58,57,71,56,72,66,100,79,96,62,54,89
Krish Jha,ECE,77,97,64,59,59,93,59,99,75,83,91,73,91,87,93,61,100
Atharva Patel,AIDS,29,14,38,15,9,0,45,10,6,13,24,8,10,5,20,20,10
Karan Sinha,EEE,51,52,97,98,80,95,76,56,97,59,83,97,89,88,86,54,81
Karan Singh,AIDS,59,81,95,63,56,100,73,82,86,69,51,70,97,58,73,90,95
Samarth Reddy,MECH,96,90,69,80,73,95,65,92,87,51,92,65,88,94,67,90,98
Ansh Mehra,MECH,50,81,99,74,68,79,68,72,78,71,79,68,73,91,61,93,97
Ishaan Gupta,EEE,86,81,100,63,72,58,70,91,52,58,59,93,95,89,51,69,88
Akhil Mehra,CIVIL,57,61,99,76,60,58,76,84,58,82,80,75,65,52,87,81,81
Utkarsh Varma,CSE,38,26,49,20,46,33,15,26,16,21,10,19,43,24,20,40,32
Advait Gupta,MECH,72,72,65,67,78,58,80,92,66,64,97,86,72,68,57,70,99
Yash Jha,CSE,82,87,81,66,55,72,58,84,61,50,84,53,75,52,53,73,88
Rohan Mehra,ECE,88,92,80,82,67,98,99,60,55,91,73,71,93,78,63,77,99
Aarav Gupta,ECE,78,80,55,84,73,75,73,74,67,51,94,57,65,84,96,97,89
Ishaan Verma,CIVIL,52,94,66,84,70,94,65,75,57,83,99,71,59,86,71,97,91
Aryan Bansal,CSE,85,64,80,53,59,56,68,63,76,52,77,53,79,99,94,82,96
Manav Yadav,AIDS,21,37,19,36,14,41,7,15,1,45,42,22,7,41,7,11,27
Ayush Deshmukh,CIVIL,72,80,68,91,94,54,63,74,74,90,56,50,70,67,54,100,99
Nikhil Tiwari,CSE,53,82,73,52,60,81,53,75,61,94,79,64,64,59,94,67,85
Ankur Deshmukh,AIDS,92,85,69,93,70,95,50,50,83,77,95,63,54,59,61,93,89
Ayush Chopra,AIDS,70,79,57,56,55,87,82,84,65,87,93,87,89,72,79,57,92
Aniket Varma,ECE,75,56,84,65,67,93,90,84,87,87,100,72,56,74,61,71,95
Tanish Yadav,ECE,50,99,94,98,97,79,96,96,87,73,96,99,73,55,88,63,88
Tanish Tiwari,CSE,19,13,22,48,49,20,11,7,39,44,21,47,49,47,11,34,6
Krish Jha,MECH,64,79,95,55,100,58,58,90,73,69,67,72,92,100,63,57,87
Anish Agarwal,CIVIL,90,69,57,82,51,55,68,82,82,62,60,73,100,97,81,58,91
Ankur Reddy,MECH,62,59,68,97,93,61,61,58,77,52,62,99,60,54,54,92,99
Rohan Bansal,CSE,71,63,56,57,58,61,73,83,70,54,57,64,50,56,93,64,85
Krish Sharma,ECE,85,77,72,77,90,93,51,83,63,71,63,66,58,81,71,90,89
Vikram Mehra,AIDS,77,87,60,87,61,65,59,54,86,65,94,68,69,63,65,50,97
Ankur Jha,CIVIL,11,39,7,14,27,40,17,13,46,2,37,39,29,28,28,25,36
Tanish Tiwari,CIVIL,87,80,100,75,50,91,50,67,98,100,68,92,99,77,97,50,90
Vikram Sharma,EEE,59,62,92,92,55,65,65,62,82,96,67,92,53,53,53,56,84
Vedant Gupta,MECH,57,50,60,80,92,75,97,63,74,69,65,99,93,58,57,69,98
Aryan Deshmukh,AIDS,92,71,92,70,81,95,93,79,95,96,52,83,65,86,81,57,96
Akhil Yadav,ECE,90,63,64,74,55,88,78,96,52,52,72,90,64,67,68,89,93
Mohit Singh,AIDS,78,69,57,89,87,66,74,77,61,60,80,68,100,70,69,61,92
Tanish Jha,ECE,16,20,34,35,7,6,5,25,25,29,32,8,30,22,20,15,75
Yash Yadav,ECE,52,53,78,86,69,60,58,71,82,80,99,76,87,66,61,88,83
Aarav Mehra,EEE,61,79,50,63,68,71,89,99,55,77,93,67,89,65,71,81,88
Arjun Sinha,CSE,73,99,71,55,51,91,57,66,63,76,76,62,54,91,57,84,87
Nikhil Bansal,MECH,52,96,59,55,64,74,53,94,52,91,55,66,71,72,87,92,89
Aarush Singh,MECH,64,90,77,82,59,65,52,76,59,69,82,92,62,53,87,72,95
Aman Sinha,MECH,76,63,65,64,60,84,69,75,50,66,56,88,50,91,70,50,99
Akhil Yadav,CSE,45,2,0,11,2,7,2,49,28,12,15,6,34,48,12,1,18
Harsh Chopra,AIDS,83,53,54,90,79,89,72,89,90,79,78,57,54,59,82,88,93
Shivam Singh,ECE,81,93,99,63,70,70,75,91,85,78,89,74,92,72,88,92,82
Krish Deshmukh,AIDS,68,52,89,77,88,70,56,74,69,63,87,95,93,61,75,64,88
Aman Mehra,AIDS,70,57,66,58,89,91,94,67,78,99,86,61,98,63,56,61,82
Shivam Patel,ECE,100,52,89,88,87,53,88,89,57,70,94,59,98,54,58,61,86
Shivam Kapoor,EEE,71,59,87,55,84,66,90,65,83,57,69,80,73,73,85,91,81
Sahil Yadav,EEE,1,40,42,21,49,38,13,30,28,38,21,41,22,6,6,6,64
Utkarsh Sharma,CSE,75,99,92,94,95,75,55,84,88,78,75,94,81,64,55,86,86
Mayank Verma,MECH,63,85,84,69,61,50,59,90,100,82,67,75,51,74,82,55,82
Rohan Bansal,AIDS,64,70,56,86,79,58,82,54,66,53,55,79,89,62,99,52,82
Aryan Varma,ECE,63,100,60,78,75,84,88,82,81,97,75,58,51,81,65,97,85
Vikram Kapoor,ECE,59,86,100,93,92,93,64,73,53,69,99,100,64,99,59,60,91
Arjun Saxena,ECE,54,86,62,90,78,91,84,87,79,80,87,82,58,51,99,60,87
Yash Varma,AIDS,13,8,49,27,38,38,2,9,21,11,9,8,34,2,41,16,69
Pranav Sinha,EEE,88,77,99,65,53,55,66,82,56,99,88,67,85,76,52,92,85
Ankur Kapoor,AIDS,51,72,84,61,90,77,67,67,80,58,100,56,95,54,50,78,88
Nikhil Patel,AIDS,70,51,63,72,100,89,68,67,52,91,91,94,67,94,75,62,93
Utkarsh Verma,CSE,59,93,94,88,55,73,89,74,99,60,88,66,88,70,89,85,85
Manav Kapoor,ECE,69,60,95,61,79,74,62,56,57,82,93,98,98,95,80,84,81
Ayush Kapoor,CIVIL,71,100,86,97,70,52,62,81,73,97,84,70,64,96,74,82,100
Aditya Yadav,MECH,39,44,24,18,48,4,44,41,19,40,33,25,24,30,24,5,48
Kabir Singh,CSE,57,100,71,93,70,79,73,58,84,85,72,58,91,77,93,82,85
Kabir Chopra,CSE,86,69,79,76,61,60,94,57,63,75,62,75,79,89,86,71,97
Dhruv Singh,CSE,63,98,81,53,67,54,53,58,62,85,58,75,83,91,99,91,95
Rohan Chopra,ECE,75,54,86,79,79,93,70,52,78,68,70,68,67,63,50,86,83
Raj Deshmukh,CSE,52,84,96,77,76,86,72,69,78,68,96,98,99,86,68,58,81
